species,assembly_type,software,field,operator,value,special_field
Serratia marcescens,all,Quast,Total length (>= 0 bp),<=,5900000,
Serratia marcescens,all,Quast,Total length (>= 0 bp),>=,4800000,
Serratia marcescens,all,Speciator,confidence,regex,^good$,
Serratia marcescens,all,Speciator,genusName,regex,^Serratia,
Serratia marcescens,all,Speciator,speciesName,regex,^Serratia marcescens,species_field
Serratia marcescens,all,Sylph,number_of_genomes,=,1,
Serratia marcescens,all,Sylph,species_name,regex,^Serratia marcescens,species_field
Serratia marcescens,short,Ariba,percent,=,100,
Serratia marcescens,short,Checkm,# contigs,<=,200,
Serratia marcescens,short,Checkm,N50 (scaffolds),>=,69000,
Serratia marcescens,short,Quast,# contigs (>= 0 bp),<=,200,
Serratia marcescens,short,Quast,N50,>=,69000,
Staphylococcus aureus,all,Checkm,Completeness,>=,95,
Staphylococcus aureus,all,Checkm,Contamination,<=,4,
Staphylococcus aureus,all,Checkm,GC,<=,33.1,
Staphylococcus aureus,all,Checkm,GC,>=,32.58,
Staphylococcus aureus,all,Checkm,Genome size (bp),<=,3300000,
Staphylococcus aureus,all,Checkm,Genome size (bp),>=,2600000,
Staphylococcus aureus,all,Checkm,Marker lineage,regex,^Staphylococcus aureus,species_field
Staphylococcus aureus,all,Quast,GC (%),<=,33.1,
Staphylococcus aureus,all,Quast,GC (%),>=,32.58,
Staphylococcus aureus,all,Quast,Ns per 100 kbp,<=,1000,
Staphylococcus aureus,all,Quast,Total length (>= 0 bp),<=,3300000,
Staphylococcus aureus,all,Quast,Total length (>= 0 bp),>=,2600000,
Staphylococcus aureus,all,Speciator,confidence,regex,^good$,
Staphylococcus aureus,all,Speciator,genusName,regex,^Staphylococcus,
Staphylococcus aureus,all,Speciator,speciesName,regex,^Staphylococcus aureus,species_field
Staphylococcus aureus,all,Sylph,number_of_genomes,=,1,
Staphylococcus aureus,all,Sylph,species_name,regex,^Staphylococcus aureus,species_field
Staphylococcus aureus,short,Ariba,percent,=,100,
Staphylococcus aureus,short,Checkm,# contigs,<=,260,
Staphylococcus aureus,short,Checkm,N50 (scaffolds),>=,28000,
Staphylococcus aureus,short,Quast,# contigs (>= 0 bp),<=,260,
Staphylococcus aureus,short,Quast,N50,>=,28000,
Staphylococcus capitis,all,Checkm,Completeness,>=,97,
Staphylococcus capitis,all,Checkm,Contamination,<=,1,
Staphylococcus capitis,all,Checkm,GC,<=,33.06,
Staphylococcus capitis,all,Checkm,GC,>=,32.66,
Staphylococcus capitis,all,Checkm,Genome size (bp),<=,2800000,
Staphylococcus capitis,all,Checkm,Genome size (bp),>=,2300000,
Staphylococcus capitis,all,Checkm,Marker lineage,regex,^Staphylococcus capitis,species_field
Staphylococcus capitis,all,Quast,GC (%),<=,33.06,
Staphylococcus capitis,all,Quast,GC (%),>=,32.66,
Staphylococcus capitis,all,Quast,Ns per 100 kbp,<=,1000,
Staphylococcus capitis,all,Quast,Total length (>= 0 bp),<=,2800000,
Staphylococcus capitis,all,Quast,Total length (>= 0 bp),>=,2300000,
Staphylococcus capitis,all,Speciator,confidence,regex,^good$,
Staphylococcus capitis,all,Speciator,genusName,regex,^Staphylococcus,
Staphylococcus capitis,all,Speciator,speciesName,regex,^Staphylococcus capitis,species_field
Staphylococcus capitis,all,Sylph,number_of_genomes,=,1,
Staphylococcus capitis,all,Sylph,species_name,regex,^Staphylococcus capitis,species_field
Staphylococcus capitis,short,Ariba,percent,=,100,
Staphylococcus capitis,short,Checkm,# contigs,<=,190,
Staphylococcus capitis,short,Checkm,N50 (scaffolds),>=,31000,
Staphylococcus capitis,short,Quast,# contigs (>= 0 bp),<=,190,
Staphylococcus capitis,short,Quast,N50,>=,31000,
Staphylococcus epidermidis,all,Checkm,Completeness,>=,96,
Staphylococcus epidermidis,all,Checkm,Contamination,<=,2,
Staphylococcus epidermidis,all,Checkm,GC,<=,32.36,
Staphylococcus epidermidis,all,Checkm,GC,>=,31.74,
Staphylococcus epidermidis,all,Checkm,Genome size (bp),<=,2900000,
Staphylococcus epidermidis,all,Checkm,Genome size (bp),>=,2300000,
Staphylococcus epidermidis,all,Checkm,Marker lineage,regex,^Staphylococcus epidermidis,species_field
Staphylococcus epidermidis,all,Quast,GC (%),<=,32.36,
Staphylococcus epidermidis,all,Quast,GC (%),>=,31.74,
Staphylococcus epidermidis,all,Quast,Ns per 100 kbp,<=,1000,
Staphylococcus epidermidis,all,Quast,Total length (>= 0 bp),<=,2900000,
Staphylococcus epidermidis,all,Quast,Total length (>= 0 bp),>=,2300000,
Staphylococcus epidermidis,all,Speciator,confidence,regex,^good$,
Staphylococcus epidermidis,all,Speciator,genusName,regex,^Staphylococcus,
Staphylococcus epidermidis,all,Speciator,speciesName,regex,^Staphylococcus epidermidis,species_field
Staphylococcus epidermidis,all,Sylph,number_of_genomes,=,1,
Staphylococcus epidermidis,all,Sylph,species_name,regex,^Staphylococcus epidermidis,species_field
Staphylococcus epidermidis,short,Ariba,percent,=,100,
Staphylococcus epidermidis,short,Checkm,# contigs,<=,380,
Staphylococcus epidermidis,short,Checkm,N50 (scaffolds),>=,13000,
Staphylococcus epidermidis,short,Quast,# contigs (>= 0 bp),<=,380,
Staphylococcus epidermidis,short,Quast,N50,>=,13000,
Staphylococcus haemolyticus,all,Checkm,Completeness,>=,95,
Staphylococcus haemolyticus,all,Checkm,Contamination,<=,2,
Staphylococcus haemolyticus,all,Checkm,GC,<=,33.07,
Staphylococcus haemolyticus,all,Checkm,GC,>=,32.51,
Staphylococcus haemolyticus,all,Checkm,Genome size (bp),<=,2700000,
Staphylococcus haemolyticus,all,Checkm,Genome size (bp),>=,2300000,
Staphylococcus haemolyticus,all,Checkm,Marker lineage,regex,^Staphylococcus haemolyticus,species_field
Staphylococcus haemolyticus,all,Quast,GC (%),<=,33.07,
Staphylococcus haemolyticus,all,Quast,GC (%),>=,32.51,
Staphylococcus haemolyticus,all,Quast,Ns per 100 kbp,<=,1000,
Staphylococcus haemolyticus,all,Quast,Total length (>= 0 bp),<=,2700000,
Staphylococcus haemolyticus,all,Quast,Total length (>= 0 bp),>=,2300000,
Staphylococcus haemolyticus,all,Speciator,confidence,regex,^good$,
Staphylococcus haemolyticus,all,Speciator,genusName,regex,^Staphylococcus,
Staphylococcus haemolyticus,all,Speciator,speciesName,regex,^Staphylococcus haemolyticus,species_field
Staphylococcus haemolyticus,all,Sylph,number_of_genomes,=,1,
Staphylococcus haemolyticus,all,Sylph,species_name,regex,^Staphylococcus haemolyticus,species_field
Staphylococcus haemolyticus,short,Ariba,percent,=,100,
Staphylococcus haemolyticus,short,Checkm,# contigs,<=,330,
Staphylococcus haemolyticus,short,Checkm,N50 (scaffolds),>=,19000,
Staphylococcus haemolyticus,short,Quast,# contigs (>= 0 bp),<=,330,
Staphylococcus haemolyticus,short,Quast,N50,>=,19000,
Staphylococcus pseudintermedius,all,Checkm,Completeness,>=,91,
Staphylococcus pseudintermedius,all,Checkm,Contamination,<=,6,
Staphylococcus pseudintermedius,all,Checkm,GC,<=,37.81,
Staphylococcus pseudintermedius,all,Checkm,GC,>=,37.1,
Staphylococcus pseudintermedius,all,Checkm,Genome size (bp),<=,2900000,
Staphylococcus pseudintermedius,all,Checkm,Genome size (bp),>=,2400000,
Staphylococcus pseudintermedius,all,Checkm,Marker lineage,regex,^Staphylococcus pseudintermedius,species_field
Staphylococcus pseudintermedius,all,Quast,GC (%),<=,37.81,
Staphylococcus pseudintermedius,all,Quast,GC (%),>=,37.1,
Staphylococcus pseudintermedius,all,Quast,Ns per 100 kbp,<=,1000,
Staphylococcus pseudintermedius,all,Quast,Total length (>= 0 bp),<=,2900000,
Staphylococcus pseudintermedius,all,Quast,Total length (>= 0 bp),>=,2400000,
Staphylococcus pseudintermedius,all,Speciator,confidence,regex,^good$,
Staphylococcus pseudintermedius,all,Speciator,genusName,regex,^Staphylococcus,
Staphylococcus pseudintermedius,all,Speciator,speciesName,regex,^Staphylococcus pseudintermedius,species_field
Staphylococcus pseudintermedius,all,Sylph,number_of_genomes,=,1,
Staphylococcus pseudintermedius,all,Sylph,species_name,regex,^Staphylococcus pseudintermedius,species_field
Staphylococcus pseudintermedius,short,Ariba,percent,=,100,
Staphylococcus pseudintermedius,short,Checkm,# contigs,<=,220,
Staphylococcus pseudintermedius,short,Checkm,N50 (scaffolds),>=,31000,
Staphylococcus pseudintermedius,short,Quast,# contigs (>= 0 bp),<=,220,
Staphylococcus pseudintermedius,short,Quast,N50,>=,31000,
Staphylococcus saprophyticus,all,Checkm,Completeness,>=,96,
Staphylococcus saprophyticus,all,Checkm,Contamination,<=,1,
Staphylococcus saprophyticus,all,Checkm,GC,<=,33.25,
Staphylococcus saprophyticus,all,Checkm,GC,>=,32.82,
Staphylococcus saprophyticus,all,Checkm,Genome size (bp),<=,2900000,
Staphylococcus saprophyticus,all,Checkm,Genome size (bp),>=,2400000,
Staphylococcus saprophyticus,all,Checkm,Marker lineage,regex,^Staphylococcus saprophyticus,species_field
Staphylococcus saprophyticus,all,Quast,GC (%),<=,33.25,
Staphylococcus saprophyticus,all,Quast,GC (%),>=,32.82,
Staphylococcus saprophyticus,all,Quast,Ns per 100 kbp,<=,1000,
Staphylococcus saprophyticus,all,Quast,Total length (>= 0 bp),<=,2900000,
Staphylococcus saprophyticus,all,Quast,Total length (>= 0 bp),>=,2400000,
Staphylococcus saprophyticus,all,Speciator,confidence,regex,^good$,
Staphylococcus saprophyticus,all,Speciator,genusName,regex,^Staphylococcus,
Staphylococcus saprophyticus,all,Speciator,speciesName,regex,^Staphylococcus saprophyticus,species_field
Staphylococcus saprophyticus,all,Sylph,number_of_genomes,=,1,
Staphylococcus saprophyticus,all,Sylph,species_name,regex,^Staphylococcus saprophyticus,species_field
Staphylococcus saprophyticus,short,Ariba,percent,=,100,
Staphylococcus saprophyticus,short,Checkm,# contigs,<=,120,
Staphylococcus saprophyticus,short,Checkm,N50 (scaffolds),>=,60000,
Staphylococcus saprophyticus,short,Quast,# contigs (>= 0 bp),<=,120,
Staphylococcus saprophyticus,short,Quast,N50,>=,60000,
Stenotrophomonas maltophilia,all,Checkm,Completeness,>=,93,
Stenotrophomonas maltophilia,all,Checkm,Contamination,<=,5,
Stenotrophomonas maltophilia,all,Checkm,GC,<=,67.63,
Stenotrophomonas maltophilia,all,Checkm,GC,>=,65.62,
Stenotrophomonas maltophilia,all,Checkm,Genome size (bp),<=,5200000,
Stenotrophomonas maltophilia,all,Checkm,Genome size (bp),>=,4100000,
Stenotrophomonas maltophilia,all,Checkm,Marker lineage,regex,^Stenotrophomonas maltophilia,species_field
Stenotrophomonas maltophilia,all,Quast,GC (%),<=,67.63,
Stenotrophomonas maltophilia,all,Quast,GC (%),>=,65.62,
Stenotrophomonas maltophilia,all,Quast,Ns per 100 kbp,<=,1000,
Stenotrophomonas maltophilia,all,Quast,Total length (>= 0 bp),<=,5200000,
Stenotrophomonas maltophilia,all,Quast,Total length (>= 0 bp),>=,4100000,
Stenotrophomonas maltophilia,all,Speciator,confidence,regex,^good$,
Stenotrophomonas maltophilia,all,Speciator,genusName,regex,^Stenotrophomonas,
Stenotrophomonas maltophilia,all,Speciator,speciesName,regex,^Stenotrophomonas maltophilia,species_field
Stenotrophomonas maltophilia,all,Sylph,number_of_genomes,=,1,
Stenotrophomonas maltophilia,all,Sylph,species_name,regex,^Stenotrophomonas maltophilia,species_field
Stenotrophomonas maltophilia,short,Ariba,percent,=,100,
Stenotrophomonas maltophilia,short,Checkm,# contigs,<=,380,
Stenotrophomonas maltophilia,short,Checkm,N50 (scaffolds),>=,23000,
Stenotrophomonas maltophilia,short,Quast,# contigs (>= 0 bp),<=,380,
Stenotrophomonas maltophilia,short,Quast,N50,>=,23000,
Streptococcus agalactiae,all,Checkm,Completeness,>=,95,
Streptococcus agalactiae,all,Checkm,Contamination,<=,3,
Streptococcus agalactiae,all,Checkm,GC,<=,36.02,
Streptococcus agalactiae,all,Checkm,GC,>=,35.05,
Streptococcus agalactiae,all,Checkm,Genome size (bp),<=,2500000,
Streptococcus agalactiae,all,Checkm,Genome size (bp),>=,1900000,
Streptococcus agalactiae,all,Checkm,Marker lineage,regex,^Streptococcus agalactiae,species_field
Streptococcus agalactiae,all,Quast,GC (%),<=,36.02,
Streptococcus agalactiae,all,Quast,GC (%),>=,35.05,
Streptococcus agalactiae,all,Quast,Ns per 100 kbp,<=,1000,
Streptococcus agalactiae,all,Quast,Total length (>= 0 bp),<=,2500000,
Streptococcus agalactiae,all,Quast,Total length (>= 0 bp),>=,1900000,
Streptococcus agalactiae,all,Speciator,confidence,regex,^good$,
Streptococcus agalactiae,all,Speciator,genusName,regex,^Streptococcus,
Streptococcus agalactiae,all,Speciator,speciesName,regex,^Streptococcus agalactiae,species_field
Streptococcus agalactiae,all,Sylph,number_of_genomes,=,1,
Streptococcus agalactiae,all,Sylph,species_name,regex,^Streptococcus agalactiae,species_field
Streptococcus agalactiae,short,Ariba,percent,=,100,
Streptococcus agalactiae,short,Checkm,# contigs,<=,130,
Streptococcus agalactiae,short,Checkm,N50 (scaffolds),>=,37000,
Streptococcus agalactiae,short,Quast,# contigs (>= 0 bp),<=,130,
Streptococcus agalactiae,short,Quast,N50,>=,37000,
Streptococcus dysgalactiae,all,Checkm,Completeness,>=,91,
Streptococcus dysgalactiae,all,Checkm,Contamination,<=,4,
Streptococcus dysgalactiae,all,Checkm,GC,<=,39.92,
Streptococcus dysgalactiae,all,Checkm,GC,>=,38.99,
Streptococcus dysgalactiae,all,Checkm,Genome size (bp),<=,2400000,
Streptococcus dysgalactiae,all,Checkm,Genome size (bp),>=,1900000,
Streptococcus dysgalactiae,all,Checkm,Marker lineage,regex,^Streptococcus dysgalactiae,species_field
Streptococcus dysgalactiae,all,Quast,GC (%),<=,39.92,
Streptococcus dysgalactiae,all,Quast,GC (%),>=,38.99,
Streptococcus dysgalactiae,all,Quast,Ns per 100 kbp,<=,1000,
Streptococcus dysgalactiae,all,Quast,Total length (>= 0 bp),<=,2400000,
Streptococcus dysgalactiae,all,Quast,Total length (>= 0 bp),>=,1900000,
Streptococcus dysgalactiae,all,Speciator,confidence,regex,^good$,
Streptococcus dysgalactiae,all,Speciator,genusName,regex,^Streptococcus,
Streptococcus dysgalactiae,all,Speciator,speciesName,regex,^Streptococcus dysgalactiae,species_field
Streptococcus dysgalactiae,all,Sylph,number_of_genomes,=,1,
Streptococcus dysgalactiae,all,Sylph,species_name,regex,^Streptococcus dysgalactiae,species_field
Streptococcus dysgalactiae,short,Ariba,percent,=,100,
Streptococcus dysgalactiae,short,Checkm,# contigs,<=,190,
Streptococcus dysgalactiae,short,Checkm,N50 (scaffolds),>=,33000,
Streptococcus dysgalactiae,short,Quast,# contigs (>= 0 bp),<=,190,
Streptococcus dysgalactiae,short,Quast,N50,>=,33000,
Streptococcus equi,all,Checkm,Completeness,>=,97,
Streptococcus equi,all,Checkm,Contamination,<=,2,
Streptococcus equi,all,Checkm,GC,<=,41.86,
Streptococcus equi,all,Checkm,GC,>=,40.95,
Streptococcus equi,all,Checkm,Genome size (bp),<=,2300000,
Streptococcus equi,all,Checkm,Genome size (bp),>=,1900000,
Streptococcus equi,all,Checkm,Marker lineage,regex,^Streptococcus equi,species_field
Streptococcus equi,all,Quast,GC (%),<=,41.86,
Streptococcus equi,all,Quast,GC (%),>=,40.95,
Streptococcus equi,all,Quast,Ns per 100 kbp,<=,1000,
Streptococcus equi,all,Quast,Total length (>= 0 bp),<=,2300000,
Streptococcus equi,all,Quast,Total length (>= 0 bp),>=,1900000,
Streptococcus equi,all,Speciator,confidence,regex,^good$,
Streptococcus equi,all,Speciator,genusName,regex,^Streptococcus,
Streptococcus equi,all,Speciator,speciesName,regex,^Streptococcus equi,species_field
Streptococcus equi,all,Sylph,number_of_genomes,=,1,
Streptococcus equi,all,Sylph,species_name,regex,^Streptococcus equi,species_field
Streptococcus equi,short,Ariba,percent,=,100,
Streptococcus equi,short,Checkm,# contigs,<=,210,
Streptococcus equi,short,Checkm,N50 (scaffolds),>=,24000,
Streptococcus equi,short,Quast,# contigs (>= 0 bp),<=,210,
Streptococcus equi,short,Quast,N50,>=,24000,
Streptococcus pneumoniae,all,Checkm,Completeness,>=,97,
Streptococcus pneumoniae,all,Checkm,Contamination,<=,3,
Streptococcus pneumoniae,all,Checkm,GC,<=,39.95,
Streptococcus pneumoniae,all,Checkm,GC,>=,39.38,
Streptococcus pneumoniae,all,Checkm,Genome size (bp),<=,2400000,
Streptococcus pneumoniae,all,Checkm,Genome size (bp),>=,1900000,
Streptococcus pneumoniae,all,Checkm,Marker lineage,regex,^Streptococcus pneumoniae,species_field
Streptococcus pneumoniae,all,Quast,GC (%),<=,39.95,
Streptococcus pneumoniae,all,Quast,GC (%),>=,39.38,
Streptococcus pneumoniae,all,Quast,Ns per 100 kbp,<=,1000,
Streptococcus pneumoniae,all,Quast,Total length (>= 0 bp),<=,2400000,
Streptococcus pneumoniae,all,Quast,Total length (>= 0 bp),>=,1900000,
Streptococcus pneumoniae,all,Speciator,confidence,regex,^good$,
Streptococcus pneumoniae,all,Speciator,genusName,regex,^Streptococcus,
Streptococcus pneumoniae,all,Speciator,speciesName,regex,^Streptococcus pneumoniae,species_field
Streptococcus pneumoniae,all,Sylph,number_of_genomes,=,1,
Streptococcus pneumoniae,all,Sylph,species_name,regex,^Streptococcus pneumoniae,species_field
Streptococcus pneumoniae,short,Ariba,percent,=,100,
Streptococcus pneumoniae,short,Checkm,# contigs,<=,210,
Streptococcus pneumoniae,short,Checkm,N50 (scaffolds),>=,25000,
Streptococcus pneumoniae,short,Quast,# contigs (>= 0 bp),<=,210,
Streptococcus pneumoniae,short,Quast,N50,>=,25000,
Streptococcus pyogenes,all,Checkm,Completeness,>=,97,
Streptococcus pyogenes,all,Checkm,Contamination,<=,3,
Streptococcus pyogenes,all,Checkm,GC,<=,38.69,
Streptococcus pyogenes,all,Checkm,GC,>=,38.08,
Streptococcus pyogenes,all,Checkm,Genome size (bp),<=,2100000,
Streptococcus pyogenes,all,Checkm,Genome size (bp),>=,1600000,
Streptococcus pyogenes,all,Checkm,Marker lineage,regex,^Streptococcus pyogenes,species_field
Streptococcus pyogenes,all,Quast,GC (%),<=,38.69,
Streptococcus pyogenes,all,Quast,GC (%),>=,38.08,
Streptococcus pyogenes,all,Quast,Ns per 100 kbp,<=,1000,
Streptococcus pyogenes,all,Quast,Total length (>= 0 bp),<=,2100000,
Streptococcus pyogenes,all,Quast,Total length (>= 0 bp),>=,1600000,
Streptococcus pyogenes,all,Speciator,confidence,regex,^good$,
Streptococcus pyogenes,all,Speciator,genusName,regex,^Streptococcus,
Streptococcus pyogenes,all,Speciator,speciesName,regex,^Streptococcus pyogenes,species_field
Streptococcus pyogenes,all,Sylph,number_of_genomes,=,1,
Streptococcus pyogenes,all,Sylph,species_name,regex,^Streptococcus pyogenes,species_field
Streptococcus pyogenes,short,Ariba,percent,=,100,
Streptococcus pyogenes,short,Checkm,# contigs,<=,100,
Streptococcus pyogenes,short,Checkm,N50 (scaffolds),>=,57000,
Streptococcus pyogenes,short,Quast,# contigs (>= 0 bp),<=,100,
Streptococcus pyogenes,short,Quast,N50,>=,57000,
Streptococcus suis,all,Checkm,Completeness,>=,93,
Streptococcus suis,all,Checkm,Contamination,<=,5,
Streptococcus suis,all,Checkm,GC,<=,43.69,
Streptococcus suis,all,Checkm,GC,>=,39.29,
Streptococcus suis,all,Checkm,Genome size (bp),<=,2700000,
Streptococcus suis,all,Checkm,Genome size (bp),>=,1900000,
Streptococcus suis,all,Checkm,Marker lineage,regex,^Streptococcus suis,species_field
Streptococcus suis,all,Quast,GC (%),<=,43.69,
Streptococcus suis,all,Quast,GC (%),>=,39.29,
Streptococcus suis,all,Quast,Ns per 100 kbp,<=,1000,
Streptococcus suis,all,Quast,Total length (>= 0 bp),<=,2700000,
Streptococcus suis,all,Quast,Total length (>= 0 bp),>=,1900000,
Streptococcus suis,all,Speciator,confidence,regex,^good$,
Streptococcus suis,all,Speciator,genusName,regex,^Streptococcus,
Streptococcus suis,all,Speciator,speciesName,regex,^Streptococcus suis,species_field
Streptococcus suis,all,Sylph,number_of_genomes,=,1,
Streptococcus suis,all,Sylph,species_name,regex,^Streptococcus suis,species_field
Streptococcus suis,short,Ariba,percent,=,100,
Streptococcus suis,short,Checkm,# contigs,<=,280,
Streptococcus suis,short,Checkm,N50 (scaffolds),>=,20000,
Streptococcus suis,short,Quast,# contigs (>= 0 bp),<=,280,
Streptococcus suis,short,Quast,N50,>=,20000,
Streptococcus uberis,all,Checkm,Completeness,>=,98,
Streptococcus uberis,all,Checkm,Contamination,<=,2,
Streptococcus uberis,all,Checkm,GC,<=,36.69,
Streptococcus uberis,all,Checkm,GC,>=,36.11,
Streptococcus uberis,all,Checkm,Genome size (bp),<=,2100000,
Streptococcus uberis,all,Checkm,Genome size (bp),>=,1700000,
Streptococcus uberis,all,Checkm,Marker lineage,regex,^Streptococcus uberis,species_field
Streptococcus uberis,all,Quast,GC (%),<=,36.69,
Streptococcus uberis,all,Quast,GC (%),>=,36.11,
Streptococcus uberis,all,Quast,Ns per 100 kbp,<=,1000,
Streptococcus uberis,all,Quast,Total length (>= 0 bp),<=,2100000,
Streptococcus uberis,all,Quast,Total length (>= 0 bp),>=,1700000,
Streptococcus uberis,all,Speciator,confidence,regex,^good$,
Streptococcus uberis,all,Speciator,genusName,regex,^Streptococcus,
Streptococcus uberis,all,Speciator,speciesName,regex,^Streptococcus uberis,species_field
Streptococcus uberis,all,Sylph,number_of_genomes,=,1,
Streptococcus uberis,all,Sylph,species_name,regex,^Streptococcus uberis,species_field
Streptococcus uberis,short,Ariba,percent,=,100,
Streptococcus uberis,short,Checkm,# contigs,<=,120,
Streptococcus uberis,short,Checkm,N50 (scaffolds),>=,34000,
Streptococcus uberis,short,Quast,# contigs (>= 0 bp),<=,120,
Streptococcus uberis,short,Quast,N50,>=,34000,
Vibrio cholerae,all,Checkm,Completeness,>=,95,
Vibrio cholerae,all,Checkm,Contamination,<=,5,
Vibrio cholerae,all,Checkm,GC,<=,47.81,
Vibrio cholerae,all,Checkm,GC,>=,47.09,
Vibrio cholerae,all,Checkm,Genome size (bp),<=,4500000,
Vibrio cholerae,all,Checkm,Genome size (bp),>=,3800000,
Vibrio cholerae,all,Checkm,Marker lineage,regex,^Vibrio cholerae,species_field
Vibrio cholerae,all,Quast,GC (%),<=,47.81,
Vibrio cholerae,all,Quast,GC (%),>=,47.09,
Vibrio cholerae,all,Quast,Ns per 100 kbp,<=,1000,
Vibrio cholerae,all,Quast,Total length (>= 0 bp),<=,4500000,
Vibrio cholerae,all,Quast,Total length (>= 0 bp),>=,3800000,
Vibrio cholerae,all,Speciator,confidence,regex,^good$,
Vibrio cholerae,all,Speciator,genusName,regex,^Vibrio,
Vibrio cholerae,all,Speciator,speciesName,regex,^Vibrio cholerae,species_field
Vibrio cholerae,all,Sylph,number_of_genomes,=,1,
Vibrio cholerae,all,Sylph,species_name,regex,^Vibrio cholerae,species_field
Vibrio cholerae,short,Ariba,percent,=,100,
Vibrio cholerae,short,Checkm,# contigs,<=,230,
Vibrio cholerae,short,Checkm,N50 (scaffolds),>=,81000,
Vibrio cholerae,short,Quast,# contigs (>= 0 bp),<=,230,
Vibrio cholerae,short,Quast,N50,>=,81000,
Vibrio parahaemolyticus,all,Checkm,Completeness,>=,96,
Vibrio parahaemolyticus,all,Checkm,Contamination,<=,7,
Vibrio parahaemolyticus,all,Checkm,GC,<=,45.54,
Vibrio parahaemolyticus,all,Checkm,GC,>=,44.06,
Vibrio parahaemolyticus,all,Checkm,Genome size (bp),<=,6100000,
Vibrio parahaemolyticus,all,Checkm,Genome size (bp),>=,4900000,
Vibrio parahaemolyticus,all,Checkm,Marker lineage,regex,^Vibrio parahaemolyticus,species_field
Vibrio parahaemolyticus,all,Quast,GC (%),<=,45.54,
Vibrio parahaemolyticus,all,Quast,GC (%),>=,44.06,
Vibrio parahaemolyticus,all,Quast,Ns per 100 kbp,<=,1000,
Vibrio parahaemolyticus,all,Quast,Total length (>= 0 bp),<=,6100000,
Vibrio parahaemolyticus,all,Quast,Total length (>= 0 bp),>=,4900000,
Vibrio parahaemolyticus,all,Speciator,confidence,regex,^good$,
Vibrio parahaemolyticus,all,Speciator,genusName,regex,^Vibrio,
Vibrio parahaemolyticus,all,Speciator,speciesName,regex,^Vibrio parahaemolyticus,species_field
Vibrio parahaemolyticus,all,Sylph,number_of_genomes,=,1,
Vibrio parahaemolyticus,all,Sylph,species_name,regex,^Vibrio parahaemolyticus,species_field
Vibrio parahaemolyticus,short,Ariba,percent,=,100,
Vibrio parahaemolyticus,short,Checkm,# contigs,<=,170,
Vibrio parahaemolyticus,short,Checkm,N50 (scaffolds),>=,94000,
Vibrio parahaemolyticus,short,Quast,# contigs (>= 0 bp),<=,170,
Vibrio parahaemolyticus,short,Quast,N50,>=,94000,
Vibrio vulnificus,all,Checkm,Completeness,>=,97,
Vibrio vulnificus,all,Checkm,Contamination,<=,6,
Vibrio vulnificus,all,Checkm,GC,<=,46.95,
Vibrio vulnificus,all,Checkm,GC,>=,45.35,
Vibrio vulnificus,all,Checkm,Genome size (bp),<=,6100000,
Vibrio vulnificus,all,Checkm,Genome size (bp),>=,4700000,
Vibrio vulnificus,all,Checkm,Marker lineage,regex,^Vibrio vulnificus,species_field
Vibrio vulnificus,all,Quast,GC (%),<=,46.95,
Vibrio vulnificus,all,Quast,GC (%),>=,45.35,
Vibrio vulnificus,all,Quast,Ns per 100 kbp,<=,1000,
Vibrio vulnificus,all,Quast,Total length (>= 0 bp),<=,6100000,
Vibrio vulnificus,all,Quast,Total length (>= 0 bp),>=,4700000,
Vibrio vulnificus,all,Speciator,confidence,regex,^good$,
Vibrio vulnificus,all,Speciator,genusName,regex,^Vibrio,
Vibrio vulnificus,all,Speciator,speciesName,regex,^Vibrio vulnificus,species_field
Vibrio vulnificus,all,Sylph,number_of_genomes,=,1,
Vibrio vulnificus,all,Sylph,species_name,regex,^Vibrio vulnificus,species_field
Vibrio vulnificus,short,Ariba,percent,=,100,
Vibrio vulnificus,short,Checkm,# contigs,<=,300,
Vibrio vulnificus,short,Checkm,N50 (scaffolds),>=,65000,
Vibrio vulnificus,short,Quast,# contigs (>= 0 bp),<=,300,
Vibrio vulnificus,short,Quast,N50,>=,65000,
Yersinia enterocolitica,all,Checkm,Completeness,>=,91,
Yersinia enterocolitica,all,Checkm,Contamination,<=,5,
Yersinia enterocolitica,all,Checkm,GC,<=,47.44,
Yersinia enterocolitica,all,Checkm,GC,>=,46.73,
Yersinia enterocolitica,all,Checkm,Genome size (bp),<=,5200000,
Yersinia enterocolitica,all,Checkm,Genome size (bp),>=,4300000,
Yersinia enterocolitica,all,Checkm,Marker lineage,regex,^Yersinia enterocolitica,species_field
Yersinia enterocolitica,all,Quast,GC (%),<=,47.44,
Yersinia enterocolitica,all,Quast,GC (%),>=,46.73,
Yersinia enterocolitica,all,Quast,Ns per 100 kbp,<=,1000,
Yersinia enterocolitica,all,Quast,Total length (>= 0 bp),<=,5200000,
Yersinia enterocolitica,all,Quast,Total length (>= 0 bp),>=,4300000,
Yersinia enterocolitica,all,Speciator,confidence,regex,^good$,
Yersinia enterocolitica,all,Speciator,genusName,regex,^Yersinia,
Yersinia enterocolitica,all,Speciator,speciesName,regex,^Yersinia enterocolitica,species_field
Yersinia enterocolitica,all,Sylph,number_of_genomes,=,1,
Yersinia enterocolitica,all,Sylph,species_name,regex,^Yersinia enterocolitica,species_field
Yersinia enterocolitica,short,Ariba,percent,=,100,
Yersinia enterocolitica,short,Checkm,# contigs,<=,330,
Yersinia enterocolitica,short,Checkm,N50 (scaffolds),>=,34000,
